A1	A2	A3
980985600	Sao Paulo	25.0
980985600	Sergipe	2.0
980985600	Tocantins	6.0
983404800	Acre	0.0
983404800	Alagoas	0.0
983404800	Amapa	0.0
983404800	Amazonas	6.0
983404800	Bahia	4.0
983404800	Ceara	0.0
983404800	Distrito Federal	0.0
983404800	Espirito Santo	2.0
983404800	Goias	10.0
983404800	Maranhao	0.0
983404800	Mato Grosso	24.0
983404800	Mato Grosso	39.0
983404800	Minas Gerais	13.0
983404800	Paraiba	0.0
983404800	Paraiba	12.0
983404800	Pará	0.0
983404800	Pernambuco	0.0
983404800	Piau	2.0
983404800	Rio	0.0
983404800	Rio	11.0
983404800	Rondonia	0.0
983404800	Roraima	1.108
983404800	Santa Catarina	1.0
983404800	Sao Paulo	35.0
983404800	Sergipe	1.0
983404800	Tocantins	0.0
986083200	Acre	0.0
986083200	Alagoas	0.0
986083200	Amapa	0.0
986083200	Amazonas	1.0
986083200	Bahia	26.0
986083200	Ceara	2.0
986083200	Distrito Federal	0.0
986083200	Espirito Santo	2.0
986083200	Goias	49.0
986083200	Maranhao	2.0
986083200	Mato Grosso	309.0
986083200	Mato Grosso	108.0
986083200	Minas Gerais	60.0
986083200	Paraiba	0.0
986083200	Paraiba	43.0
986083200	Pará	0.0
986083200	Pernambuco	2.0
986083200	Piau	1.0
986083200	Rio	2.0
986083200	Rio	10.0
986083200	Rio	3.0
986083200	Rondonia	0.0
986083200	Roraima	380.0
986083200	Santa Catarina	1.0
986083200	Sao Paulo	61.0
986083200	Sergipe	0.0
986083200	Tocantins	19.0
988675200	Acre	0.0
988675200	Alagoas	2.0
988675200	Amapa	0.0
988675200	Amazonas	0.0
988675200	Bahia	85.0
988675200	Ceara	81.0
988675200	Distrito Federal	0.0
988675200	Espirito Santo	8.0
988675200	Goias	85.0
988675200	Maranhao	21.0
988675200	Mato Grosso	1.193
988675200	Mato Grosso	112.0
988675200	Minas Gerais	83.0
988675200	Paraiba	4.0
988675200	Paraiba	26.0
988675200	Pará	7.0
988675200	Pernambuco	5.0
988675200	Piau	36.0
988675200	Rio	4.0
988675200	Rio	56.0
988675200	Rondonia	5.0
988675200	Roraima	9.0
988675200	Santa Catarina	2.0
988675200	Sao Paulo	211.0
988675200	Sergipe	3.0
988675200	Tocantins	48.0
991353600	Acre	1.0
991353600	Alagoas	2.0
991353600	Amapa	0.0
991353600	Amazonas	5.0
991353600	Bahia	98.0
991353600	Ceara	38.0
991353600	Distrito Federal	3.0
991353600	Espirito Santo	9.0
991353600	Goias	212.0
991353600	Maranhao	100.0
991353600	Mato Grosso	6.665
991353600	Mato Grosso	249.0
991353600	Minas Gerais	166.0
991353600	Paraiba	0.0
991353600	Paraiba	43.0
991353600	Pará	42.0
991353600	Pernambuco	2.0
991353600	Piau	87.0
991353600	Rio	13.0
991353600	Rio	1.0
991353600	Rondonia	31.0
991353600	Roraima	1.0
991353600	Santa Catarina	1.0
991353600	Sao Paulo	346.0
991353600	Sergipe	0.0
991353600	Tocantins	305.0
993945600	Acre	3.0
993945600	Alagoas	0.0
993945600	Amapa	1.0
993945600	Amazonas	9.0
993945600	Bahia	248.0
993945600	Ceara	146.0
993945600	Distrito Federal	22.0
993945600	Espirito Santo	12.0
993945600	Goias	371.0
993945600	Maranhao	549.0
993945600	Mato Grosso	1.555
993945600	Mato Grosso	591.0
993945600	Minas Gerais	266.0
993945600	Paraiba	8.0
993945600	Paraiba	122.0
993945600	Pará	708.0
993945600	Pernambuco	6.0
993945600	Piau	337.0
993945600	Rio	57.0
993945600	Rio	25.0
993945600	Rio	6.0
993945600	Rondonia	74.0
993945600	Roraima	1.0
993945600	Santa Catarina	5.0
993945600	Sao Paulo	538.0
993945600	Sergipe	0.0
993945600	Tocantins	830.0
996624000	Acre	396.0
996624000	Alagoas	1.0
996624000	Amapa	12.0
996624000	Amazonas	501.0
996624000	Bahia	979.0
996624000	Ceara	219.0
996624000	Distrito Federal	25.0
996624000	Espirito Santo	30.0
996624000	Goias	787.0
996624000	Maranhao	2.037
996624000	Mato Grosso	7.762
996624000	Mato Grosso	2.484
996624000	Minas Gerais	858.0
996624000	Paraiba	34.0
996624000	Paraiba	342.0
996624000	Pará	9.043
996624000	Pernambuco	27.0
996624000	Piau	1.133
996624000	Rio	129.0
996624000	Rio	55.0
996624000	Rio	36.0
996624000	Rondonia	2.132
996624000	Roraima	4.0
996624000	Santa Catarina	24.0
996624000	Sao Paulo	595.0
996624000	Sergipe	0.0
996624000	Tocantins	2.242
999302400	Acre	290.0
999302400	Alagoas	5.0
999302400	Amapa	95.0
999302400	Amazonas	166.0
999302400	Bahia	3.964
999302400	Ceara	801.0
999302400	Distrito Federal	12.0
999302400	Espirito Santo	38.0
999302400	Goias	1.863
999302400	Maranhao	4.618
999302400	Mato Grosso	8.49
999302400	Mato Grosso	1.383
999302400	Minas Gerais	1.597
999302400	Paraiba	98.0
999302400	Paraiba	258.0
999302400	Pará	6.1389999999999985
999302400	Pernambuco	298.0
999302400	Piau	2.401
999302400	Rio	60.0
999302400	Rio	45.0
999302400	Rio	2.0
999302400	Rondonia	1.927
999302400	Roraima	1.0
999302400	Santa Catarina	18.0
999302400	Sao Paulo	425.0
999302400	Sergipe	1.0
999302400	Tocantins	4.839
1001894400	Acre	137.0
1001894400	Alagoas	15.0
1001894400	Amapa	194.0
1001894400	Amazonas	332.0
1001894400	Bahia	1.6869999999999998
1001894400	Ceara	2.045
1001894400	Distrito Federal	0.0
1001894400	Espirito Santo	19.0
1001894400	Goias	479.0
1001894400	Maranhao	6.6610000000000005
1001894400	Mato Grosso	6.542999999999998
1001894400	Mato Grosso	563.0
1001894400	Minas Gerais	528.0
1001894400	Paraiba	279.0
1001894400	Paraiba	209.0
1001894400	Pará	5.096
1001894400	Pernambuco	461.0
1001894400	Piau	3.742
1001894400	Rio	33.0
1001894400	Rio	34.0
1001894400	Rio	13.0
1001894400	Rondonia	796.0
1001894400	Roraima	13.0
1001894400	Santa Catarina	26.0
1001894400	Sao Paulo	444.0
1001894400	Sergipe	5.0
1001894400	Tocantins	684.0
1004572800	Acre	1.0
1004572800	Alagoas	22.0
1004572800	Amapa	406.0
1004572800	Amazonas	244.0
1004572800	Bahia	699.0
1004572800	Ceara	2.456
1004572800	Distrito Federal	0.0
1004572800	Espirito Santo	3.0
1004572800	Goias	15.0
1004572800	Maranhao	3.525
1004572800	Mato Grosso	373.0
1004572800	Mato Grosso	220.0
1004572800	Minas Gerais	62.0
1004572800	Paraiba	294.0
1004572800	Paraiba	89.0
1004572800	Pará	4.938
1004572800	Pernambuco	208.0
1004572800	Piau	1.484
1004572800	Rio	4.0
1004572800	Rio	41.0
1004572800	Rio	49.0
1004572800	Rondonia	91.0
1004572800	Roraima	76.0
1004572800	Santa Catarina	66.0
1004572800	Sao Paulo	168.0
1004572800	Sergipe	5.0
1004572800	Tocantins	100.0
1007164800	Acre	0.0
1007164800	Alagoas	30.0
1007164800	Amapa	593.0
1007164800	Amazonas	22.0
1007164800	Bahia	158.0
1007164800	Ceara	545.0
1007164800	Distrito Federal	1.0
1007164800	Espirito Santo	1.0
1007164800	Goias	18.0
1007164800	Maranhao	1.296
1007164800	Mato Grosso	37.0
1007164800	Mato Grosso	143.0
1007164800	Minas Gerais	44.0
1007164800	Paraiba	70.0
1007164800	Paraiba	85.0
1007164800	Pará	2.564
1007164800	Pernambuco	62.0
1007164800	Piau	230.0
1007164800	Rio	2.0
1007164800	Rio	20.0
1007164800	Rio	80.0
1007164800	Rondonia	1.0
1007164800	Roraima	76.0
1007164800	Santa Catarina	45.0
1007164800	Sao Paulo	52.0
1007164800	Sergipe	5.0
1007164800	Tocantins	21.0
1009843200	Acre	0.0
1009843200	Alagoas	12.0
1009843200	Amapa	7.0
1009843200	Amazonas	17.0
1009843200	Bahia	125.0
1009843200	Ceara	33.0
1009843200	Distrito Federal	0.0
1009843200	Espirito Santo	2.0
1009843200	Goias	12.0
1009843200	Maranhao	48.0
1009843200	Mato Grosso	172.0
1009843200	Mato Grosso	304.0
1009843200	Minas Gerais	29.0
1009843200	Paraiba	5.0
1009843200	Paraiba	47.0
1009843200	Pará	144.0
1009843200	Pernambuco	10.0
1009843200	Piau	33.0
1009843200	Rio	0.0
1009843200	Rio	4.0
1009843200	Rio	265.0
1009843200	Rondonia	6.0
1009843200	Roraima	302.0
1009843200	Santa Catarina	22.0
1009843200	Sao Paulo	19.0
1009843200	Sergipe	1.0
1009843200	Tocantins	35.0
1012521600	Acre	1.0
1012521600	Alagoas	15.0
1012521600	Amapa	2.0
1012521600	Amazonas	2.0
1012521600	Bahia	204.0
1012521600	Ceara	75.0
1012521600	Distrito Federal	0.0
1012521600	Espirito Santo	4.0
1012521600	Goias	9.0
1012521600	Maranhao	116.0
1012521600	Mato Grosso	22.0
1012521600	Mato Grosso	98.0
1012521600	Minas Gerais	62.0
1012521600	Paraiba	18.0
1012521600	Paraiba	24.0
1012521600	Pará	120.0
1012521600	Pernambuco	19.0
1012521600	Piau	160.0
1012521600	Rio	1.0
1012521600	Rio	18.0
1012521600	Rio	38.0
1012521600	Rondonia	8.0
1012521600	Roraima	476.0
1012521600	Santa Catarina	5.0
1012521600	Sao Paulo	19.0
1012521600	Sergipe	6.0
1012521600	Tocantins	48.0
1014940800	Acre	0.0
1014940800	Alagoas	27.0
1014940800	Amapa	0.0
1014940800	Amazonas	5.0
1014940800	Bahia	146.0
1014940800	Ceara	17.0
1014940800	Distrito Federal	0.0
1014940800	Espirito Santo	4.0
1014940800	Goias	48.0
1014940800	Maranhao	16.0
1014940800	Mato Grosso	103.0
1014940800	Mato Grosso	115.0
1014940800	Minas Gerais	62.0
1014940800	Paraiba	3.0
1014940800	Paraiba	18.0
1014940800	Pará	14.0
1014940800	Pernambuco	24.0
1014940800	Piau	63.0
1014940800	Rio	1.0
1014940800	Rio	3.0
1014940800	Rio	26.0
1014940800	Rondonia	1.0
1014940800	Roraima	820.0
1014940800	Santa Catarina	12.0
1014940800	Sao Paulo	111.0
1014940800	Sergipe	7.0
1014940800	Tocantins	33.0
1017619200	Acre	0.0
1017619200	Alagoas	6.0
1017619200	Amapa	0.0
1017619200	Amazonas	2.0
1017619200	Bahia	110.0
1017619200	Ceara	5.0
1017619200	Distrito Federal	1.0
1017619200	Espirito Santo	2.0
1017619200	Goias	78.0
1017619200	Maranhao	28.0
1017619200	Mato Grosso	641.0
1017619200	Mato Grosso	230.0
1017619200	Minas Gerais	99.0
1017619200	Paraiba	1.0
1017619200	Paraiba	84.0
1017619200	Pará	11.0
1017619200	Pernambuco	5.0
1017619200	Piau	87.0
1017619200	Rio	8.0
1017619200	Rio	0.0
1017619200	Rio	6.0
1017619200	Rondonia	3.0
1017619200	Roraima	41.0
1017619200	Santa Catarina	7.0
1017619200	Sao Paulo	178.0
1017619200	Sergipe	12.0
1017619200	Tocantins	37.0
1020211200	Acre	0.0
1020211200	Alagoas	1.0
1020211200	Amapa	3.0
1020211200	Amazonas	8.0
1020211200	Bahia	166.0
1020211200	Ceara	10.0
1020211200	Distrito Federal	1.0
1020211200	Espirito Santo	5.0
1020211200	Goias	171.0
1020211200	Maranhao	71.0
1020211200	Mato Grosso	2.528
1020211200	Mato Grosso	88.0
1020211200	Minas Gerais	98.0
1020211200	Paraiba	1.0
1020211200	Paraiba	65.0
1020211200	Pará	18.0
1020211200	Pernambuco	13.0
1020211200	Piau	84.0
1020211200	Rio	4.0
1020211200	Rio	6.0
1020211200	Rio	7.0
1020211200	Rondonia	10.0
1020211200	Roraima	0.0
1020211200	Santa Catarina	3.0
1020211200	Sao Paulo	319.0
1020211200	Sergipe	0.0
1020211200	Tocantins	138.0
1022889600	Acre	0.0
1022889600	Alagoas	0.0
1022889600	Amapa	0.0
1022889600	Amazonas	5.0
1022889600	Bahia	118.0
1022889600	Ceara	13.0
1022889600	Distrito Federal	7.0
1022889600	Espirito Santo	18.0
1022889600	Goias	302.0
1022889600	Maranhao	230.0
1022889600	Mato Grosso	7.877999999999999
1022889600	Mato Grosso	517.0
1022889600	Minas Gerais	207.0
1022889600	Paraiba	1.0
1022889600	Paraiba	115.0
1022889600	Pará	149.0
1022889600	Pernambuco	1.0
1022889600	Piau	161.0
1022889600	Rio	13.0
1022889600	Rio	1.0
1022889600	Rio	4.0
1022889600	Rondonia	141.0
1022889600	Roraima	0.0
1022889600	Santa Catarina	0.0
1022889600	Sao Paulo	562.0
1022889600	Sergipe	0.0
1022889600	Tocantins	396.0
1025481600	Acre	39.0
1025481600	Alagoas	5.0
1025481600	Amapa	1.0
1025481600	Amazonas	146.0
1025481600	Bahia	549.0
1025481600	Ceara	12.0
1025481600	Distrito Federal	33.0
1025481600	Espirito Santo	9.0
1025481600	Goias	686.0
1025481600	Maranhao	1.271
1025481600	Mato Grosso	5.6610000000000005
1025481600	Mato Grosso	935.0
1025481600	Minas Gerais	741.0
1025481600	Paraiba	8.0
1025481600	Paraiba	172.0
1025481600	Pará	772.0
1025481600	Pernambuco	8.0
1025481600	Piau	534.0
1025481600	Rio	17.0
1025481600	Rio	7.0
1025481600	Rio	93.0
1025481600	Rondonia	539.0
1025481600	Roraima	7.0
1025481600	Santa Catarina	82.0
1025481600	Sao Paulo	448.0
1025481600	Sergipe	0.0
1025481600	Tocantins	976.0
1028160000	Acre	728.0
1028160000	Alagoas	3.0
1028160000	Amapa	18.0
1028160000	Amazonas	741.0
1028160000	Bahia	1.827
1028160000	Ceara	111.0
1028160000	Distrito Federal	53.0
1028160000	Espirito Santo	60.0
1028160000	Goias	1.4280000000000002
1028160000	Maranhao	3.4810000000000003
1028160000	Mato Grosso	14.086
1028160000	Mato Grosso	3.984
1028160000	Minas Gerais	2.041
1028160000	Paraiba	38.0
1028160000	Paraiba	1.5930000000000002
1028160000	Pará	15.664
1028160000	Pernambuco	37.0
1028160000	Piau	2.28
1028160000	Rio	184.0
1028160000	Rio	48.0
1028160000	Rio	824.0
1028160000	Rondonia	3.465
1028160000	Roraima	7.0
1028160000	Santa Catarina	702.0
1028160000	Sao Paulo	719.0
1028160000	Sergipe	2.0
1028160000	Tocantins	3.027
1030838400	Acre	1.949
1030838400	Alagoas	14.0
1030838400	Amapa	73.0
1030838400	Amazonas	928.0
1030838400	Bahia	6.439
1030838400	Ceara	172.0
1030838400	Distrito Federal	33.0
1030838400	Espirito Santo	46.0
1030838400	Goias	3.52
1030838400	Maranhao	3.181
1030838400	Mato Grosso	11.034
1030838400	Mato Grosso	2.252
1030838400	Minas Gerais	3.1
1030838400	Paraiba	63.0
1030838400	Paraiba	1.071
1030838400	Pará	5.609
1030838400	Pernambuco	374.0
1030838400	Piau	2.475
1030838400	Rio	45.0
1030838400	Rio	52.0
1030838400	Rio	226.0
1030838400	Rondonia	7.067
1030838400	Roraima	48.0
1030838400	Santa Catarina	416.0
1030838400	Sao Paulo	302.0
1030838400	Sergipe	0.0
1030838400	Tocantins	5.314
1033430400	Acre	687.0
1033430400	Alagoas	30.0
1033430400	Amapa	557.0
1033430400	Amazonas	695.0
1033430400	Bahia	5.414
1033430400	Ceara	1.606
1033430400	Distrito Federal	19.0
1033430400	Espirito Santo	113.0
1033430400	Goias	1.367
1033430400	Maranhao	5.182
1033430400	Mato Grosso	9.375
1033430400	Mato Grosso	2.173
1033430400	Minas Gerais	4.788
1033430400	Paraiba	193.0
1033430400	Paraiba	399.0
1033430400	Pará	5.189
1033430400	Pernambuco	638.0
1033430400	Piau	2.757
1033430400	Rio	313.0
1033430400	Rio	140.0
1033430400	Rio	10.0
1033430400	Rondonia	3.554
1033430400	Roraima	191.0
1033430400	Santa Catarina	42.0
1033430400	Sao Paulo	733.0
1033430400	Sergipe	20.0
1033430400	Tocantins	1.537
1036108800	Acre	86.0
1036108800	Alagoas	50.0
1036108800	Amapa	1.096
1036108800	Amazonas	259.0
1036108800	Bahia	1.02
1036108800	Ceara	2.715
1036108800	Distrito Federal	1.0
1036108800	Espirito Santo	22.0
1036108800	Goias	192.0
1036108800	Maranhao	5.83
1036108800	Mato Grosso	2.905
1036108800	Mato Grosso	1.47
1036108800	Minas Gerais	417.0
1036108800	Paraiba	238.0
1036108800	Paraiba	425.0
1036108800	Pará	7.996
1036108800	Pernambuco	521.0
1036108800	Piau	1.1740000000000002
1036108800	Rio	11.0
1036108800	Rio	178.0
1036108800	Rio	117.0
1036108800	Rondonia	639.0
1036108800	Roraima	133.0
1036108800	Santa Catarina	348.0
1036108800	Sao Paulo	72.0
1036108800	Sergipe	57.0
1036108800	Tocantins	207.0
1038700800	Acre	1.0
1038700800	Alagoas	95.0
1038700800	Amapa	200.0
1038700800	Amazonas	44.0
1038700800	Bahia	848.0
1038700800	Ceara	1.787
1038700800	Distrito Federal	1.0
1038700800	Espirito Santo	12.0
1038700800	Goias	115.0
1038700800	Maranhao	2.165
1038700800	Mato Grosso	1.157
1038700800	Mato Grosso	376.0
1038700800	Minas Gerais	225.0
1038700800	Paraiba	163.0
1038700800	Paraiba	165.0
1038700800	Pará	3.1180000000000003
1038700800	Pernambuco	259.0
1038700800	Piau	373.0
1038700800	Rio	8.0
1038700800	Rio	222.0
1038700800	Rio	45.0
1038700800	Rondonia	91.0
1038700800	Roraima	199.0
1038700800	Santa Catarina	76.0
1038700800	Sao Paulo	57.0
1038700800	Sergipe	103.0
1038700800	Tocantins	39.0
1041379200	Acre	10.0
1041379200	Alagoas	150.0
1041379200	Amapa	31.0
1041379200	Amazonas	158.0
1041379200	Bahia	439.0
1041379200	Ceara	264.0
1041379200	Distrito Federal	0.0
1041379200	Espirito Santo	4.0
1041379200	Goias	14.0
1041379200	Maranhao	436.0
1041379200	Mato Grosso	896.0
1041379200	Mato Grosso	182.0
1041379200	Minas Gerais	37.0
1041379200	Paraiba	70.0
1041379200	Paraiba	109.0
1041379200	Pará	900.0
1041379200	Pernambuco	188.0
1041379200	Piau	86.0
1041379200	Rio	0.0
1041379200	Rio	113.0
1041379200	Rio	58.0
1041379200	Rondonia	62.0
1041379200	Roraima	547.0
1041379200	Santa Catarina	45.0
1041379200	Sao Paulo	59.0
1041379200	Sergipe	198.0
1041379200	Tocantins	35.0
1044057600	Acre	0.0
1044057600	Alagoas	33.0
1044057600	Amapa	0.0
1044057600	Amazonas	62.0
1044057600	Bahia	223.0
1044057600	Ceara	9.0
1044057600	Distrito Federal	1.0
1044057600	Espirito Santo	11.0
1044057600	Goias	47.0
1044057600	Maranhao	11.0
1044057600	Mato Grosso	592.0
1044057600	Mato Grosso	108.0
1044057600	Minas Gerais	126.0
1044057600	Paraiba	3.0
1044057600	Paraiba	46.0
1044057600	Pará	34.0
1044057600	Pernambuco	35.0
1044057600	Piau	3.0
1044057600	Rio	10.0
1044057600	Rio	9.0
1044057600	Rio	13.0
1044057600	Rondonia	10.0
1044057600	Roraima	767.0
1044057600	Santa Catarina	43.0
1044057600	Sao Paulo	137.0
1044057600	Sergipe	50.0
1044057600	Tocantins	15.0
1046476800	Acre	0.0
1046476800	Alagoas	15.0
1046476800	Amapa	1.0
1046476800	Amazonas	64.0
1046476800	Bahia	274.0
1046476800	Ceara	3.0
1046476800	Distrito Federal	0.0
1046476800	Espirito Santo	28.0
1046476800	Goias	29.0
1046476800	Maranhao	16.0
1046476800	Mato Grosso	554.0
1046476800	Mato Grosso	137.0
1046476800	Minas Gerais	81.0
1046476800	Paraiba	0.0
1046476800	Paraiba	76.0
1046476800	Pará	27.0
1046476800	Pernambuco	9.0
1046476800	Piau	15.0
1046476800	Rio	23.0
1046476800	Rio	1.0
1046476800	Rio	27.0
1046476800	Rondonia	13.0
1046476800	Roraima	1.131
1046476800	Santa Catarina	58.0
1046476800	Sao Paulo	86.0
1046476800	Sergipe	62.0
1046476800	Tocantins	19.0
1049155200	Acre	1.0
1049155200	Alagoas	20.0
1049155200	Amapa	2.0
1049155200	Amazonas	11.0
1049155200	Bahia	376.0
1049155200	Ceara	3.0
1049155200	Distrito Federal	0.0
1049155200	Espirito Santo	22.0
1049155200	Goias	87.0
1049155200	Maranhao	79.0
1049155200	Mato Grosso	903.0
1049155200	Mato Grosso	126.0
1049155200	Minas Gerais	215.0
1049155200	Paraiba	0.0
1049155200	Paraiba	130.0
1049155200	Pará	14.0
1049155200	Pernambuco	7.0
1049155200	Piau	22.0
1049155200	Rio	11.0
1049155200	Rio	2.0
1049155200	Rio	30.0
1049155200	Rondonia	10.0
1049155200	Roraima	268.0
1049155200	Santa Catarina	120.0
1049155200	Sao Paulo	106.0
1049155200	Sergipe	48.0
1049155200	Tocantins	64.0
1051747200	Acre	6.0
1051747200	Alagoas	1.0
1051747200	Amapa	0.0
1051747200	Amazonas	2.0
1051747200	Bahia	106.0
1051747200	Ceara	0.0
1051747200	Distrito Federal	0.0
1051747200	Espirito Santo	1.0
1051747200	Goias	57.0
1051747200	Maranhao	60.0
1051747200	Mato Grosso	942.0
1051747200	Mato Grosso	74.0
1051747200	Minas Gerais	75.0
1051747200	Paraiba	0.0
1051747200	Paraiba	115.0
1051747200	Pará	3.0
1051747200	Pernambuco	1.0
1051747200	Piau	13.0
1051747200	Rio	1.0
1051747200	Rio	0.0
1051747200	Rio	18.0
1051747200	Rondonia	21.0
1051747200	Roraima	0.0
1051747200	Santa Catarina	84.0
1051747200	Sao Paulo	69.0
1051747200	Sergipe	2.0
1051747200	Tocantins	96.0
1054425600	Acre	0.0
1054425600	Alagoas	0.0
1054425600	Amapa	0.0
1054425600	Amazonas	3.0
1054425600	Bahia	140.0
1054425600	Ceara	2.0
1054425600	Distrito Federal	11.0
1054425600	Espirito Santo	19.0
1054425600	Goias	321.0
1054425600	Maranhao	338.0
1054425600	Mato Grosso	4.313
1054425600	Mato Grosso	170.0
1054425600	Minas Gerais	245.0
1054425600	Paraiba	0.0
1054425600	Paraiba	159.0
1054425600	Pará	64.0
1054425600	Pernambuco	2.0
1054425600	Piau	88.0
1054425600	Rio	13.0
1054425600	Rio	1.0
1054425600	Rio	14.0
1054425600	Rondonia	74.0
1054425600	Roraima	0.0
1054425600	Santa Catarina	68.0
1054425600	Sao Paulo	132.0
1054425600	Sergipe	0.0
1054425600	Tocantins	329.0
1057017600	Acre	168.0
1057017600	Alagoas	0.0
1057017600	Amapa	0.0
1057017600	Amazonas	180.0
1057017600	Bahia	261.0
1057017600	Ceara	14.0
1057017600	Distrito Federal	19.0
1057017600	Espirito Santo	27.0
1057017600	Goias	322.0
1057017600	Maranhao	1.103
1057017600	Mato Grosso	5.435
1057017600	Mato Grosso	182.0
1057017600	Minas Gerais	407.0
1057017600	Paraiba	6.0
1057017600	Paraiba	101.0
1057017600	Pará	1.571
1057017600	Pernambuco	5.0
1057017600	Piau	407.0
1057017600	Rio	42.0
1057017600	Rio	7.0
1057017600	Rio	55.0
1057017600	Rondonia	516.0
1057017600	Roraima	0.0
1057017600	Santa Catarina	43.0
1057017600	Sao Paulo	171.0
1057017600	Sergipe	0.0
1057017600	Tocantins	762.0
1059696000	Acre	1.976
1059696000	Alagoas	2.0
1059696000	Amapa	14.0
1059696000	Amazonas	1.867
1059696000	Bahia	1.039
1059696000	Ceara	109.0
1059696000	Distrito Federal	36.0
1059696000	Espirito Santo	118.0
1059696000	Goias	902.0
1059696000	Maranhao	2.023
1059696000	Mato Grosso	11.132
1059696000	Mato Grosso	953.0
1059696000	Minas Gerais	1.955
1059696000	Paraiba	14.0
1059696000	Paraiba	1.896
1059696000	Pará	6.255
1059696000	Pernambuco	26.0
1059696000	Piau	864.0
1059696000	Rio	191.0
1059696000	Rio	97.0
1059696000	Rio	1.419
1059696000	Rondonia	7.06
1059696000	Roraima	2.0
1059696000	Santa Catarina	1.513
1059696000	Sao Paulo	934.0
1059696000	Sergipe	0.0
1059696000	Tocantins	1.339
1062374400	Acre	3.942
1062374400	Alagoas	8.0
1062374400	Amapa	88.0
1062374400	Amazonas	1.401
1062374400	Bahia	8.847000000000003
1062374400	Ceara	384.0
1062374400	Distrito Federal	17.0
1062374400	Espirito Santo	252.0
1062374400	Goias	1.662
1062374400	Maranhao	5.877999999999999
1062374400	Mato Grosso	15.79
1062374400	Mato Grosso	1.124
1062374400	Minas Gerais	7.091
1062374400	Paraiba	81.0
1062374400	Paraiba	2.446
1062374400	Pará	8.447000000000001
1062374400	Pernambuco	510.0
1062374400	Piau	3.399
1062374400	Rio	166.0
1062374400	Rio	112.0
1062374400	Rio	828.0
1062374400	Rondonia	6.89
1062374400	Roraima	6.0
1062374400	Santa Catarina	1.339
1062374400	Sao Paulo	977.0
1062374400	Sergipe	3.0
1062374400	Tocantins	4.637
1064966400	Acre	740.0
1064966400	Alagoas	10.0
1064966400	Amapa	355.0
1064966400	Amazonas	725.0
1064966400	Bahia	4.2639999999999985
1064966400	Ceara	1.761
1064966400	Distrito Federal	12.0
1064966400	Espirito Santo	159.0
1064966400	Goias	1.183
1064966400	Maranhao	6.085
1064966400	Mato Grosso	5.341
1064966400	Mato Grosso	541.0
1064966400	Minas Gerais	5.391
1064966400	Paraiba	381.0
1064966400	Paraiba	1.228
1064966400	Pará	3.803
1064966400	Pernambuco	859.0
1064966400	Piau	2.332
1064966400	Rio	81.0
1064966400	Rio	276.0
1064966400	Rio	360.0
1064966400	Rondonia	4.962
1064966400	Roraima	14.0
1064966400	Santa Catarina	669.0
1064966400	Sao Paulo	422.0
1064966400	Sergipe	2.0
1064966400	Tocantins	1.339
1067644800	Acre	15.0
1067644800	Alagoas	17.0
1067644800	Amapa	750.0
1067644800	Amazonas	169.0
1067644800	Bahia	533.0
1067644800	Ceara	3.327
1067644800	Distrito Federal	0.0
1067644800	Espirito Santo	49.0
1067644800	Goias	168.0
1067644800	Maranhao	4.9289999999999985
1067644800	Mato Grosso	2.097
1067644800	Mato Grosso	380.0
1067644800	Minas Gerais	399.0
1067644800	Paraiba	538.0
1067644800	Paraiba	503.0
1067644800	Pará	6.195
1067644800	Pernambuco	560.0
1067644800	Piau	1.248
1067644800	Rio	5.0
1067644800	Rio	366.0
1067644800	Rio	121.0
1067644800	Rondonia	526.0
1067644800	Roraima	27.0
1067644800	Santa Catarina	347.0
1067644800	Sao Paulo	155.0
1067644800	Sergipe	2.0
1067644800	Tocantins	146.0
1070236800	Acre	1.0
1070236800	Alagoas	43.0
1070236800	Amapa	411.0
1070236800	Amazonas	147.0
1070236800	Bahia	710.0
1070236800	Ceara	2.436
1070236800	Distrito Federal	0.0
1070236800	Espirito Santo	18.0
1070236800	Goias	129.0
1070236800	Maranhao	2.424
1070236800	Mato Grosso	1.622
1070236800	Mato Grosso	153.0
1070236800	Minas Gerais	225.0
1070236800	Paraiba	288.0
1070236800	Paraiba	171.0
1070236800	Pará	4.787
1070236800	Pernambuco	229.0
1070236800	Piau	459.0
1070236800	Rio	10.0
1070236800	Rio	278.0
1070236800	Rio	98.0
1070236800	Rondonia	214.0
1070236800	Roraima	157.0
1070236800	Santa Catarina	129.0
1070236800	Sao Paulo	58.0
1070236800	Sergipe	36.0
1070236800	Tocantins	109.0
1072915200	Acre	0.0
1072915200	Alagoas	9.0
1072915200	Amapa	38.0
1072915200	Amazonas	123.0
1072915200	Bahia	158.0
1072915200	Ceara	143.0
1072915200	Distrito Federal	0.0
1072915200	Espirito Santo	1.0
1072915200	Goias	10.0
1072915200	Maranhao	241.0
1072915200	Mato Grosso	301.0
1072915200	Mato Grosso	258.0
1072915200	Minas Gerais	22.0
1072915200	Paraiba	33.0
1072915200	Paraiba	88.0
1072915200	Pará	579.0
1072915200	Pernambuco	29.0
1072915200	Piau	42.0
1072915200	Rio	1.0
1072915200	Rio	44.0
1072915200	Rio	70.0
1072915200	Rondonia	30.0
1072915200	Roraima	355.0
1072915200	Santa Catarina	37.0
1072915200	Sao Paulo	37.0
1072915200	Sergipe	16.0
1072915200	Tocantins	40.0
1075593600	Acre	3.0
